spark.executor.cores,spark.executor.memory,spark.executor.instances,hibench.default.map.parallelism,spark.memory.offHeap.enabled,MB.spark.memory.offHeap.size,spark.memory.fraction,spark.memory.storageFraction,Size.spark.shuffle.file.buffer,spark.speculation,MB.spark.reducer.maxSizeInFlight,spark.shuffle.sort.bypassMergeThreshold,MS.spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,MB.spark.broadcast.blockSize,spark.io.compression.codec,Size.spark.io.compression.3.blockSize,Size.spark.io.compression.1.blockSize,spark.kryo.referenceTracking,MB.spark.kryoserializer.buffer.max,Size.spark.kryoserializer.buffer,MB.spark.storage.memoryMapThreshold,Time.spark.network.timeout,Time.spark.locality.wait,spark.shuffle.compress,spark.shuffle.spill.compress,spark.broadcast.compress,spark.rdd.compress,spark.serializerss,exec_time,App,App_id,input_size
9,16,286,21,TRUE,566,0.84375,0.53125,120,FALSE,57,943,319,2.25,0.8125,57,snappy,104,120,FALSE,15,120,134,230,4,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,118661,bayes,application_1571909827663_0115,bigdata_half
3,31,36,47,FALSE,443,0.53125,0.59375,72,TRUE,72,606,195,2.75,0.4375,41,lzf,57,104,FALSE,120,104,190,290,8,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,255203,bayes,application_1571909827663_0116,bigdata_half
11,12,179,26,TRUE,938,0.78125,0.84375,9,FALSE,9,156,690,4.75,0.9375,104,lz4,120,41,TRUE,60,41,415,50,3,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,119718,bayes,application_1571909827663_0117,bigdata_half
7,40,108,15,FALSE,690,0.90625,0.71875,41,FALSE,41,831,938,3.75,0.1875,72,snappy,88,72,FALSE,30,9,78,410,6,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,168921,bayes,application_1571909827663_0118,bigdata_half
15,21,250,36,TRUE,195,0.65625,0.96875,104,TRUE,104,381,443,1.75,0.6875,9,lz4,25,9,TRUE,90,72,303,170,1,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,115616,bayes,application_1571909827663_0119,bigdata_half
8,37,241,25,FALSE,845,0.671875,0.734375,68,TRUE,13,803,535,2.375,0.53125,13,lzf,37,45,TRUE,109,21,429,215,4,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,149897,bayes,application_1571909827663_0120,bigdata_half
15,18,99,46,TRUE,350,0.921875,0.984375,5,FALSE,76,353,40,4.375,0.03125,76,lz4,100,108,FALSE,49,84,204,455,9,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,118827,bayes,application_1571909827663_0121,bigdata_half
4,27,170,35,FALSE,102,0.796875,0.609375,37,FALSE,108,578,288,3.375,0.78125,108,snappy,68,13,TRUE,19,116,317,95,2,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,190293,bayes,application_1571909827663_0122,bigdata_half
11,8,27,14,TRUE,597,0.546875,0.859375,100,TRUE,45,128,783,1.375,0.28125,45,lzf,5,76,FALSE,79,53,92,335,6,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,122844,bayes,application_1571909827663_0123,bigdata_half
2,41,277,30,FALSE,474,0.859375,0.796875,84,FALSE,92,465,659,1.875,0.90625,61,lz4,84,92,FALSE,64,37,260,155,1,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,325887,bayes,application_1571909827663_0124,bigdata_half
9,22,134,9,TRUE,969,0.609375,0.546875,21,TRUE,29,915,164,3.875,0.40625,124,snappy,21,29,TRUE,124,100,485,395,5,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,143502,bayes,application_1571909827663_0125,bigdata_half
6,32,206,19,FALSE,721,0.734375,0.921875,53,TRUE,61,240,412,4.875,0.65625,92,lzf,53,124,FALSE,94,68,148,35,3,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,176891,bayes,application_1571909827663_0126,bigdata_half
13,13,63,40,TRUE,226,0.984375,0.671875,116,FALSE,124,690,907,2.875,0.15625,29,snappy,116,61,TRUE,34,5,373,275,8,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,106231,bayes,application_1571909827663_0127,bigdata_half
3,15,295,27,FALSE,40,0.828125,0.828125,29,TRUE,21,971,597,2.125,0.59375,21,lz4,108,53,FALSE,71,76,120,425,8,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,156633,bayes,application_1571909827663_0128,bigdata_half
10,34,152,48,TRUE,535,0.578125,0.578125,92,FALSE,84,521,102,4.125,0.09375,84,snappy,45,116,TRUE,11,13,345,185,4,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,144236,bayes,application_1571909827663_0129,bigdata_half
7,6,223,38,FALSE,783,0.703125,0.953125,124,FALSE,116,746,350,3.125,0.84375,116,lz4,13,21,FALSE,41,45,232,305,6,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,129238,bayes,application_1571909827663_0130,bigdata_half
14,25,81,17,TRUE,288,0.953125,0.703125,61,TRUE,53,296,845,1.125,0.34375,53,lzf,76,84,TRUE,101,108,457,65,1,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,126512,bayes,application_1571909827663_0131,bigdata_half
5,20,259,32,FALSE,659,0.640625,0.640625,13,FALSE,68,409,721,1.625,0.96875,37,snappy,29,68,TRUE,26,124,289,485,7,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,135319,bayes,application_1571909827663_0132,bigdata_half
12,39,116,11,TRUE,164,0.890625,0.890625,76,TRUE,5,859,226,3.625,0.46875,100,lzf,92,5,FALSE,86,61,64,245,2,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,148952,bayes,application_1571909827663_0133,bigdata_half
1,10,188,22,FALSE,412,0.765625,0.515625,108,TRUE,37,184,474,4.625,0.71875,68,lzf,124,100,TRUE,116,29,401,365,9,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,193642,bayes,application_1571909827663_0134,bigdata_half
8,29,45,43,TRUE,907,0.515625,0.765625,45,FALSE,100,634,969,2.625,0.21875,5,lz4,61,37,FALSE,56,92,176,125,5,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,142018,bayes,application_1571909827663_0135,bigdata_half
4,18,183,9,TRUE,149,0.6953125,0.7265625,35,FALSE,110,198,272,4.8125,0.078125,7,lzf,90,82,FALSE,81,23,352,297,2,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,141698,bayes,application_1571909827663_0136,bigdata_half
12,37,41,30,FALSE,644,0.9453125,0.9765625,98,TRUE,47,648,767,2.8125,0.578125,70,snappy,27,19,TRUE,21,86,127,57,7,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,149468,bayes,application_1571909827663_0137,bigdata_half
1,9,255,41,TRUE,891,0.8203125,0.6015625,66,TRUE,15,423,520,1.8125,0.328125,102,lz4,59,114,FALSE,51,118,464,417,5,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,194184,bayes,application_1571909827663_0138,bigdata_half
8,28,112,20,FALSE,396,0.5703125,0.8515625,3,FALSE,78,873,25,3.8125,0.828125,39,lzf,122,51,TRUE,111,55,239,177,9,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,141242,bayes,application_1571909827663_0139,bigdata_half
3,23,219,46,TRUE,520,0.7578125,0.7890625,51,TRUE,63,760,396,3.3125,0.453125,55,snappy,43,35,TRUE,36,39,71,357,3,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,232512,bayes,application_1571909827663_0140,bigdata_half
10,42,76,25,FALSE,25,0.5078125,0.5390625,114,FALSE,126,310,891,1.3125,0.953125,118,lzf,106,98,FALSE,96,102,296,117,8,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,142789,bayes,application_1571909827663_0141,bigdata_half
6,13,290,15,TRUE,272,0.6328125,0.9140625,82,FALSE,94,985,644,2.3125,0.203125,86,snappy,74,3,TRUE,126,70,183,477,1,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,115181,bayes,application_1571909827663_0142,bigdata_half
14,32,148,36,FALSE,767,0.8828125,0.6640625,19,TRUE,31,535,149,4.3125,0.703125,23,lz4,11,66,FALSE,66,7,408,237,6,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,140978,bayes,application_1571909827663_0143,bigdata_half
2,35,201,12,TRUE,953,0.7890625,0.8203125,122,FALSE,118,254,334,4.5625,0.015625,31,lzf,19,74,TRUE,103,78,211,87,5,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,340018,bayes,application_1571909827663_0144,bigdata_half
9,16,59,33,FALSE,458,0.5390625,0.5703125,59,TRUE,55,704,829,2.5625,0.515625,94,lz4,82,11,FALSE,43,15,436,327,1,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,110021,bayes,application_1571909827663_0145,bigdata_half
5,25,272,44,TRUE,211,0.6640625,0.9453125,27,TRUE,23,479,582,1.5625,0.265625,126,snappy,114,106,TRUE,13,47,99,207,7,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,180291,bayes,application_1571909827663_0146,bigdata_half
13,6,130,23,FALSE,706,0.9140625,0.6953125,90,FALSE,86,929,87,3.5625,0.765625,63,lz4,51,43,FALSE,73,110,324,447,3,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,105275,bayes,application_1571909827663_0147,bigdata_half
7,40,165,49,TRUE,334,0.7265625,0.6328125,106,TRUE,39,592,458,3.0625,0.390625,47,lz4,98,59,FALSE,58,126,492,27,9,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,160444,bayes,application_1571909827663_0148,bigdata_half
15,21,23,28,FALSE,829,0.9765625,0.8828125,43,FALSE,102,142,953,1.0625,0.890625,110,snappy,35,122,TRUE,118,63,267,267,4,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,105112,bayes,application_1571909827663_0149,bigdata_half
4,30,237,17,TRUE,582,0.8515625,0.5078125,11,FALSE,70,817,706,2.0625,0.140625,78,lzf,3,27,FALSE,88,31,380,147,6,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,188905,bayes,application_1571909827663_0150,bigdata_half
11,11,94,38,FALSE,87,0.6015625,0.7578125,74,TRUE,7,367,211,4.0625,0.640625,15,snappy,66,90,TRUE,28,94,155,387,2,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,116594,bayes,application_1571909827663_0151,bigdata_half
4,24,121,24,TRUE,984,0.6171875,0.5234375,102,TRUE,98,845,798,3.6875,0.609375,11,lz4,126,126,TRUE,39,3,253,492,4,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,192491,bayes,application_1571909827663_0152,bigdata_half
12,5,263,45,FALSE,489,0.8671875,0.7734375,39,FALSE,35,395,303,1.6875,0.109375,74,snappy,63,63,FALSE,99,66,478,252,8,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,136644,bayes,application_1571909827663_0153,bigdata_half
8,34,50,34,TRUE,242,0.9921875,0.6484375,7,FALSE,3,620,56,2.6875,0.859375,106,lzf,31,94,TRUE,69,98,141,372,1,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,152491,bayes,application_1571909827663_0154,bigdata_half
15,15,192,13,FALSE,737,0.7421875,0.8984375,70,TRUE,66,170,551,4.6875,0.359375,43,snappy,94,31,FALSE,9,35,366,132,6,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,123639,bayes,application_1571909827663_0155,bigdata_half
6,29,157,29,TRUE,365,0.9296875,0.9609375,118,FALSE,51,507,922,4.1875,0.984375,59,lzf,15,15,FALSE,114,51,422,432,3,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,166872,bayes,application_1571909827663_0156,bigdata_half
13,10,299,8,FALSE,860,0.6796875,0.7109375,55,TRUE,114,957,427,2.1875,0.484375,122,lz4,78,78,TRUE,54,114,197,192,7,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,127690,bayes,application_1571909827663_0157,bigdata_half
2,38,85,19,TRUE,613,0.5546875,0.8359375,23,TRUE,82,282,180,1.1875,0.734375,90,snappy,110,47,FALSE,24,82,310,312,5,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,339448,bayes,application_1571909827663_0158,bigdata_half
10,19,228,40,FALSE,118,0.8046875,0.5859375,86,FALSE,19,732,675,3.1875,0.234375,27,lz4,47,110,TRUE,84,19,85,72,9,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,112881,bayes,application_1571909827663_0159,bigdata_half
7,7,139,27,TRUE,180,0.8984375,0.9296875,63,TRUE,122,901,860,3.9375,0.546875,19,snappy,55,102,FALSE,17,90,282,162,9,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,110824,bayes,application_1571909827663_0160,bigdata_half
14,26,281,48,FALSE,675,0.6484375,0.6796875,126,FALSE,59,451,365,1.9375,0.046875,82,lzf,118,39,TRUE,77,27,57,402,4,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,129408,bayes,application_1571909827663_0161,bigdata_half
3,17,67,37,TRUE,922,0.5234375,0.8046875,94,FALSE,27,676,118,2.9375,0.796875,114,lzf,86,70,FALSE,107,59,394,42,7,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,152747,bayes,application_1571909827663_0162,bigdata_half
11,36,210,16,FALSE,427,0.7734375,0.5546875,31,TRUE,90,226,613,4.9375,0.296875,51,lz4,23,7,TRUE,47,122,169,282,2,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,151594,bayes,application_1571909827663_0163,bigdata_half
1,12,103,32,TRUE,551,0.5859375,0.6171875,47,FALSE,43,339,984,4.4375,0.921875,35,lz4,70,23,TRUE,92,106,113,222,5,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,238532,bayes,application_1571909827663_0164,bigdata_half
9,31,246,11,FALSE,56,0.8359375,0.8671875,110,TRUE,106,789,489,2.4375,0.421875,98,snappy,7,86,FALSE,32,43,338,462,1,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,136437,bayes,application_1571909827663_0165,bigdata_half
5,22,32,21,TRUE,303,0.9609375,0.7421875,78,TRUE,74,114,242,1.4375,0.671875,66,lz4,39,55,TRUE,62,11,225,102,8,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,185219,bayes,application_1571909827663_0166,bigdata_half
12,41,174,42,FALSE,798,0.7109375,0.9921875,15,FALSE,11,564,737,3.4375,0.171875,3,lzf,102,118,FALSE,122,74,450,342,3,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,141905,bayes,application_1571909827663_0167,bigdata_half
6,27,88,23,FALSE,574,0.58984375,0.94921875,44,FALSE,89,557,404,3.65625,0.8828125,4,lz4,28,111,TRUE,61,44,362,406,7,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,169482,bayes,application_1571909827663_0168,bigdata_half
14,8,230,44,TRUE,79,0.83984375,0.69921875,107,TRUE,26,107,899,1.65625,0.3828125,67,lzf,91,48,FALSE,121,107,137,166,2,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,120813,bayes,application_1571909827663_0169,bigdata_half
3,37,159,33,FALSE,327,0.96484375,0.82421875,75,TRUE,58,782,651,2.65625,0.6328125,99,lz4,123,79,TRUE,91,75,475,286,9,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,265832,bayes,application_1571909827663_0170,bigdata_half
10,18,301,12,TRUE,822,0.71484375,0.57421875,12,FALSE,121,332,156,4.65625,0.1328125,36,snappy,60,16,FALSE,31,12,250,46,4,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,116666,bayes,application_1571909827663_0171,bigdata_half
1,32,52,39,FALSE,203,0.90234375,0.51171875,60,TRUE,10,219,280,4.15625,0.5078125,52,snappy,107,32,FALSE,106,28,81,466,8,TRUE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,598055,bayes,application_1571909827663_0172,bigdata_half
8,13,194,18,TRUE,698,0.65234375,0.76171875,123,FALSE,73,669,775,2.15625,0.0078125,115,lz4,44,95,TRUE,46,91,306,226,3,FALSE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,121332,bayes,application_1571909827663_0173,bigdata_half
5,42,123,28,FALSE,945,0.52734375,0.63671875,91,FALSE,105,444,528,1.15625,0.7578125,83,snappy,12,64,FALSE,16,123,194,346,5,FALSE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,199077,bayes,application_1571909827663_0174,bigdata_half
12,23,266,49,TRUE,450,0.77734375,0.88671875,28,TRUE,42,894,33,3.15625,0.2578125,20,lzf,75,127,TRUE,76,60,419,106,1,TRUE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,129019,bayes,application_1571909827663_0175,bigdata_half
4,6,34,20,FALSE,265,0.93359375,0.60546875,115,FALSE,65,725,466,3.90625,0.9453125,28,snappy,83,119,FALSE,23,115,166,256,2,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,130432,bayes,application_1571909827663_0176,bigdata_half
11,25,177,41,TRUE,760,0.68359375,0.85546875,52,TRUE,2,275,961,1.90625,0.4453125,91,lz4,20,56,TRUE,83,52,391,496,6,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,135321,bayes,application_1571909827663_0177,bigdata_half
7,15,105,31,FALSE,512,0.55859375,0.73046875,20,TRUE,34,950,713,2.90625,0.6953125,123,lzf,52,87,FALSE,113,20,53,136,4,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,127918,bayes,application_1571909827663_0178,bigdata_half
15,34,248,10,TRUE,17,0.80859375,0.98046875,83,FALSE,97,500,218,4.90625,0.1953125,60,lz4,115,24,TRUE,53,83,278,376,8,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,145043,bayes,application_1571909827663_0179,bigdata_half
6,11,70,36,FALSE,883,0.62109375,0.91796875,99,TRUE,18,163,342,4.40625,0.5703125,44,lzf,36,8,TRUE,68,67,447,196,5,TRUE,FALSE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,102426,bayes,application_1571909827663_0180,bigdata_half
13,30,212,15,TRUE,388,0.87109375,0.66796875,36,FALSE,81,613,837,2.40625,0.0703125,107,snappy,99,71,FALSE,8,4,222,436,9,FALSE,TRUE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,133788,bayes,application_1571909827663_0181,bigdata_half
2,20,141,26,FALSE,141,0.99609375,0.79296875,4,FALSE,113,388,590,1.40625,0.8203125,75,lz4,67,40,TRUE,38,36,334,76,3,FALSE,FALSE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,188480,bayes,application_1571909827663_0182,bigdata_half
9,39,283,47,TRUE,636,0.74609375,0.54296875,67,TRUE,50,838,95,3.40625,0.3203125,12,lzf,4,103,FALSE,98,99,109,316,7,TRUE,TRUE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,144347,bayes,application_1571909827663_0183,bigdata_half
2,14,292,16,FALSE,296,0.73046875,0.80859375,111,TRUE,85,360,930,4.78125,0.4140625,16,lzf,64,67,FALSE,87,64,236,331,7,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,161218,bayes,application_1571909827663_0184,bigdata_half
10,33,150,37,TRUE,791,0.98046875,0.55859375,48,FALSE,22,810,435,2.78125,0.9140625,79,snappy,127,4,TRUE,27,127,461,91,3,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,151762,bayes,application_1571909827663_0185,bigdata_half
6,5,221,48,FALSE,543,0.85546875,0.93359375,16,FALSE,54,135,187,1.78125,0.1640625,111,lz4,95,99,FALSE,57,95,123,451,5,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,131447,bayes,application_1571909827663_0186,bigdata_half
14,24,79,27,TRUE,48,0.60546875,0.68359375,79,TRUE,117,585,682,3.78125,0.6640625,48,snappy,32,36,TRUE,117,32,348,211,1,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,149894,bayes,application_1571909827663_0187,bigdata_half
8,19,257,43,FALSE,914,0.79296875,0.74609375,127,FALSE,6,922,806,3.28125,0.0390625,64,snappy,79,52,TRUE,12,16,405,271,6,FALSE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,110806,bayes,application_1571909827663_0188,bigdata_half
15,38,114,22,TRUE,419,0.54296875,0.99609375,64,TRUE,69,472,311,1.28125,0.5390625,127,lzf,16,115,FALSE,72,79,180,31,2,TRUE,FALSE,TRUE,TRUE,org.apache.spark.serializer.JavaSerializer,132540,bayes,application_1571909827663_0189,bigdata_half
4,10,185,11,FALSE,172,0.66796875,0.62109375,32,TRUE,101,697,64,2.28125,0.2890625,95,lzf,48,20,TRUE,102,111,292,391,9,TRUE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,120184,bayes,application_1571909827663_0190,bigdata_half
12,29,43,32,TRUE,667,0.91796875,0.87109375,95,FALSE,38,247,559,4.28125,0.7890625,32,lz4,111,83,FALSE,42,48,67,151,4,FALSE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,138021,bayes,application_1571909827663_0191,bigdata_half
5,36,239,14,FALSE,605,0.76171875,0.65234375,56,TRUE,77,528,992,4.53125,0.4765625,24,lzf,119,91,TRUE,125,103,320,61,5,FALSE,FALSE,TRUE,TRUE,org.apache.spark.serializer.KryoSerializer,201682,bayes,application_1571909827663_0192,bigdata_half
13,17,96,35,TRUE,110,0.51171875,0.90234375,119,FALSE,14,978,497,2.53125,0.9765625,87,lz4,56,28,FALSE,65,40,95,301,9,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.JavaSerializer,111016,bayes,application_1571909827663_0193,bigdata_half
1,26,168,45,FALSE,358,0.63671875,0.52734375,87,FALSE,46,303,249,1.53125,0.2265625,119,snappy,24,123,TRUE,35,8,433,181,2,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.JavaSerializer,538718,bayes,application_1571909827663_0194,bigdata_half
9,7,25,24,TRUE,853,0.88671875,0.77734375,24,TRUE,109,753,744,3.53125,0.7265625,56,lzf,87,60,FALSE,95,71,208,421,7,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.KryoSerializer,122344,bayes,application_1571909827663_0195,bigdata_half
3,40,275,40,FALSE,234,0.69921875,0.83984375,40,FALSE,30,866,868,3.03125,0.1015625,40,lz4,8,44,FALSE,50,87,151,121,1,FALSE,TRUE,FALSE,TRUE,org.apache.spark.serializer.JavaSerializer,249715,bayes,application_1571909827663_0196,bigdata_half
11,21,132,19,TRUE,729,0.94921875,0.58984375,103,TRUE,93,416,373,1.03125,0.6015625,103,lzf,71,107,TRUE,110,24,376,361,6,TRUE,FALSE,TRUE,FALSE,org.apache.spark.serializer.KryoSerializer,115243,bayes,application_1571909827663_0197,bigdata_half
7,31,203,8,FALSE,976,0.82421875,0.96484375,71,TRUE,125,641,126,2.03125,0.3515625,71,lz4,103,12,FALSE,80,56,264,241,4,TRUE,TRUE,FALSE,FALSE,org.apache.spark.serializer.KryoSerializer,157406,bayes,application_1571909827663_0198,bigdata_half
