avgExecutorRunTime , avgexecutorCpuTime , InputBytes , avgShuffleReadBytes ,avgShuffleWriteBytes , avgMemoryBytesSpilled ,avgDiskBytesSpilled ,avgExecutorDeserializeTime , avgExecutorDeserializeCPUTime ,avgResultSize , numberOfStages,avgGCTime ,avgOutSize , avgResultSerTime , avgInputRecordsRead, avgOutputRecordsWritten, avgShuffleRemoteBlocksFetched, avgShuffleLocalBlocksFetched, avgShuffleFetchWaitTime, avgShuffleRemoteBytesRead , avgShuffleTotalBlocksFetched ,avgShuffleWriteTime,avgShuffleWriteRecords ,avgShuffleReadRecords , AppId , Exec_time
32642.5,1.98E+09,1.34E+08,1503661.5,7827.5,0,0,115.5,1.59E+07,2749,2,265.5,777,1,99918.5,24.5,1691.5,366,687,1224292.5,1924,184703.5,500,94276,application_1562860412721_9493,1912187
54499.5,2.15E+09,1.34E+08,770775,7371,0,0,92.5,1.22E+07,2493,2,133,453,0.5,99918.5,14,1415,714,1596,566874.5,1924,246420.5,500,53872,application_1562860412721_9618,2057951
68052,2.23E+09,1.34E+08,2164981,7327.5,0,0,131.5,1.62E+07,2739,2,267,1201,2,99918.5,39,1769.5,251,1366,1882511,1924,188050,500,150072,application_1562860412721_9733,2151399
58804,2.32E+09,1.34E+08,1085830.5,7904.5,0,0,103.5,1.33E+07,2493,2,235,593,0.5,99918.5,18.5,1474.5,738.5,853.5,814048,1924,240168.5,500,71188,application_1562860412721_9839,2114843
229748,2.29E+09,1.34E+08,896142.5,8296,0,0,1539.5,2.59E+07,2494,2,1078,481.5,6.5,99918.5,15,1878.5,77,2432,861407,1924,354888.5,500,57720,application_1562860412721_9939,2785060
126111,2.07E+09,1.34E+08,1419061,7827.5,0,0,136.5,1.42E+07,2750,2,1051,727,1,99918.5,22.5,1694,395,2286,1240142,1924,190069.5,500,86580,application_1562860412721_10070,4044685
103492,2.37E+09,1.34E+08,919117,7827.5,0,0,119,1.30E+07,2499,2,437,492,0.5,99918.5,15,1723,387,518,800321.5,1924,261153,500,57720,application_1562860412721_10268,2466646
91995.5,2.49E+09,1.34E+08,1428617,7121,0,0,155.5,1.26E+07,2745,2,323.5,837,0.5,99918.5,27.5,1525,771,1279.5,1123011,1924,194496,500,105820,application_1562860412721_10364,2390315
139008.5,2.16E+09,1.34E+08,2747607,6923,0,0,211,1.67E+07,2735,2,409,1604,1,99918,52.5,1839,164,1849.5,2626318,1924,173757.5,500,202020,application_1562860412721_10484,4269575
65212,2.22E+09,1.34E+08,1245956.5,7327.5,0,0,98,1.22E+07,2478,2,150.5,689.5,0.5,99918.5,21.5,1445,724,1405,834600,1924,202566.5,500,82732,application_1563087171598_0001,2107460
9610.5,2.10E+09,1.34E+08,2545785,7827.5,0,0,137.5,1.57E+07,2470,2,46,1317,0.5,99918.5,43,1300.5,652,1628.5,1720787,1924,140674,500,165464,application_1563087171598_0128,1541289
90832,2.21E+09,1.34E+08,1130422.5,7994,0,0,254,1.36E+07,2758,2,442.5,610,0.5,99918.5,19.5,1662.5,377.5,1632.5,966958.5,1924,253815.5,500,75036,application_1563087171598_0204,3293861
3839,1.84E+09,1.34E+08,868389.5,8037.5,0,0,108,1.02E+07,2768,2,20.5,455,1,99918.5,14,1300,676,998.5,586700,1924,214234.5,500,53872,application_1563087171598_0333,1377063
182231,2.00E+09,1.34E+08,1422835,7327.5,0,0,107.5,1.76E+07,2470,2,554,788,0.5,99918,25,1780,411,1487.5,1266560,1924,186500,500,96200,application_1563087171598_0429,4202116
11277,1.97E+09,1.34E+08,896029,7327.5,0,0,169,1.19E+07,2763,2,130.5,501.5,1,99918.5,15.5,1374,690,717,620614,1924,188893.5,500,59644,application_1563087171598_0618,1433816
114428.5,2.55E+09,1.34E+08,1739317.5,7160.5,0,0,160,1.48E+07,2475,2,479,991.5,0.5,99918.5,32,1714,379,1241,1523871.5,1924,208994.5,500,123136,application_1565783771120_0035,2403275
30811,2.11E+09,1.34E+08,3684130,6981,0,0,84,1.60E+07,2454,2,86,2069.5,0.5,99918.5,68,1403.5,704,853.5,2589380,1924,137288,500,261664,application_1565783771120_0153,1945334
216302,2.03E+09,1.34E+08,1386371.5,7827.5,0,0,112.5,1.67E+07,2753,2,826,718.5,2.5,99918.5,22.5,1797.5,214,1921.5,1251927.5,1924,210743,500,86580,application_1565783771120_0269,3714927
4871.5,1.96E+09,1.34E+08,1761311,7827.5,0,0,113,1.06E+07,2744,2,21.5,907,0.5,99918.5,29,1300,676,973.5,1190075,1924,149357.5,500,111592,application_1565783771120_0447,1245245
200136,1.90E+09,1.34E+08,925701,8150,0,0,373.5,1.50E+07,2488,2,661,495.5,1.5,99918.5,15.5,1779,307,2381,836160.5,1924,266160,500,59644,application_1565783771120_0499,4939841
79888,2.37E+09,1.34E+08,1295199.5,7770,0,0,75.5,1.46E+07,2487,2,379,697,0.5,99918.5,22,1697.5,372.5,737.5,1064941.5,1924,247825,500,84656,application_1565783771120_0692,2281337
221983.5,2.08E+09,1.34E+08,3347538,7327.5,0,0,1079,2.38E+07,2734,2,850.5,1793.5,1.5,99918.5,58,1857,71.5,3243,3229150,1924,168148.5,500,223184,application_1565783771120_0813,3344087
8849.5,1.91E+09,1.34E+08,1047895.5,7327.5,0,0,93,1.24E+07,2483,2,36,593,0.5,99918.5,18.5,1300,676,1851,708037.5,1924,185894.5,500,71188,application_1565783771120_1001,1504917
