25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,TRUE,TRUE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,132,132,TRUE,TRUE,607,607,31,31,46,46,0.834801672,0.834801672,68,68,122,122,15,15,FALSE,FALSE,0.880738772,0.880738772,0.582402481,0.582402481,92,92,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,87654,wordcount,application_1546745555717_0135,gigantic
25,25,lzf,lzf,TRUE,TRUE,66,66,5,5,FALSE,FALSE,34,34,FALSE,FALSE,53,53,16,16,FALSE,FALSE,TRUE,TRUE,497,497,77,77,FALSE,FALSE,390,390,33,33,46,46,0.813887963,0.813887963,52,52,104,104,6,6,FALSE,FALSE,0.880738772,0.880738772,0.458201218,0.458201218,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.065010672,2.065010672,,88122,wordcount,application_1546745555717_0136,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,FALSE,FALSE,41,41,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,505,505,106,106,FALSE,FALSE,390,390,39,39,46,46,0.813887963,0.813887963,52,52,108,108,6,6,FALSE,FALSE,0.880738772,0.880738772,0.549050231,0.549050231,83,83,245,245,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.359742372,2.359742372,,86776,wordcount,application_1546745555717_0137,gigantic
25,25,lzf,lzf,TRUE,TRUE,91,91,3,3,TRUE,TRUE,44,44,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,FALSE,FALSE,497,497,42,42,46,46,0.819526541,0.819526541,52,52,128,128,6,6,TRUE,TRUE,0.880738772,0.880738772,0.623472575,0.623472575,91,91,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,87287,wordcount,application_1546745555717_0138,gigantic
13,13,lzf,lzf,TRUE,TRUE,48,48,1,1,TRUE,TRUE,107,107,TRUE,TRUE,74,74,10,10,FALSE,FALSE,TRUE,TRUE,519,519,272,272,TRUE,TRUE,613,613,114,114,14,14,0.92080956,0.92080956,417,417,63,63,47,47,TRUE,TRUE,0.727738658,0.727738658,0.553378723,0.553378723,45,45,437,437,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,702,702,2.848806757,2.848806757,,91813,wordcount,application_1546745555717_0139,gigantic
10,10,lz4,lz4,FALSE,FALSE,50,50,1,1,FALSE,FALSE,106,106,FALSE,FALSE,119,119,15,15,FALSE,FALSE,TRUE,TRUE,152,152,284,284,FALSE,FALSE,394,394,118,118,31,31,0.796980361,0.796980361,327,327,41,41,52,52,TRUE,TRUE,0.715183624,0.715183624,0.657528202,0.657528202,68,68,273,273,org.apache.spark.serializer.KryoSerializer,org.apache.spark.serializer.KryoSerializer,143,143,2.643742559,2.643742559,,96367,wordcount,application_1546745555717_0140,gigantic
34,34,lzf,lzf,TRUE,TRUE,5,5,7,7,TRUE,TRUE,25,25,TRUE,TRUE,82,82,11,11,FALSE,FALSE,TRUE,TRUE,790,790,74,74,TRUE,TRUE,983,983,55,55,28,28,0.714475712,0.714475712,121,121,29,29,15,15,TRUE,TRUE,0.826446333,0.826446333,0.692480124,0.692480124,125,125,27,27,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,510,510,1.045191137,1.045191137,,97158,wordcount,application_1546745555717_0141,gigantic
33,33,lz4,lz4,FALSE,FALSE,93,93,2,2,FALSE,FALSE,71,71,FALSE,FALSE,81,81,2,2,TRUE,TRUE,TRUE,TRUE,200,200,183,183,TRUE,TRUE,389,389,45,45,21,21,0.523514604,0.523514604,336,336,104,104,52,52,FALSE,FALSE,0.571474543,0.571474543,0.240276405,0.240276405,36,36,195,195,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,859,859,1.116913209,1.116913209,,273834,wordcount,application_1546745555717_0142,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,FALSE,FALSE,390,390,42,42,46,46,0.672798314,0.672798314,52,52,122,122,6,6,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,86619,wordcount,application_1546745555717_0143,gigantic
25,25,lz4,lz4,FALSE,FALSE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,TRUE,TRUE,390,390,42,42,46,46,0.813887963,0.813887963,52,52,122,122,61,61,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,86010,wordcount,application_1546745555717_0144,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,6,6,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,FALSE,FALSE,390,390,42,42,46,46,0.813887963,0.813887963,52,52,122,122,6,6,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,3.535935577,3.535935577,,86117,wordcount,application_1546745555717_0145,gigantic
25,25,lzf,lzf,TRUE,TRUE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,FALSE,FALSE,390,390,42,42,46,46,0.848458264,0.848458264,52,52,13,13,6,6,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,387,387,2.286189577,2.286189577,,88192,wordcount,application_1546745555717_0146,gigantic
25,25,lz4,lz4,FALSE,FALSE,116,116,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,TRUE,TRUE,390,390,42,42,46,46,0.813887963,0.813887963,52,52,122,122,34,34,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,86394,wordcount,application_1546745555717_0147,gigantic
25,25,lz4,lz4,FALSE,FALSE,94,94,4,4,FALSE,FALSE,34,34,FALSE,FALSE,65,65,16,16,FALSE,FALSE,TRUE,TRUE,497,497,106,106,TRUE,TRUE,390,390,42,42,46,46,0.65864135,0.65864135,52,52,122,122,61,61,FALSE,FALSE,0.880738772,0.880738772,0.623472575,0.623472575,83,83,293,293,org.apache.spark.serializer.JavaSerializer,org.apache.spark.serializer.JavaSerializer,398,398,2.286189577,2.286189577,,86887,wordcount,application_1546745555717_0148,gigantic
